Voltage,Current,Temperature,Elapsed Time,Cycle,Capacity,WhAccu,Remaining Charging Time,Source_File,Charging_Session
3.47529,0.14814,-0.73611,5820.0,0.0,-2.35606,-8.8625,59901.0,585_C20DisCh.csv,4
3.47597,0.14814,-0.63095,5880.0,0.0,-2.35359,-8.85392,59841.0,585_C20DisCh.csv,4
3.47664,0.14814,-0.52579,5940.0,0.0,-2.35111,-8.84531,59781.0,585_C20DisCh.csv,4
3.47732,0.14814,-0.42063,6000.0,0.0,-2.34864,-8.83672,59721.0,585_C20DisCh.csv,4
3.47799,0.14814,-0.42063,6060.0,0.0,-2.34617,-8.82813,59661.0,585_C20DisCh.csv,4
3.47867,0.14814,-0.42063,6120.0,0.0,-2.3437,-8.81952,59601.0,585_C20DisCh.csv,4
3.47934,0.14814,-0.73611,6180.0,0.0,-2.34122,-8.81091,59541.0,585_C20DisCh.csv,4
3.48001,0.14814,-0.63095,6240.0,0.0,-2.33875,-8.8023,59481.0,585_C20DisCh.csv,4
3.48069,0.14814,-0.63095,6300.0,0.0,-2.33627,-8.79367,59421.0,585_C20DisCh.csv,4
3.48119,0.14814,-0.42063,6360.0,0.0,-2.33379,-8.78506,59361.0,585_C20DisCh.csv,4
3.48187,0.14814,-0.21032,6420.0,0.0,-2.33132,-8.77644,59301.0,585_C20DisCh.csv,4
3.48237,0.15069,-0.42063,6480.0,0.0,-2.32884,-8.76782,59241.0,585_C20DisCh.csv,4
3.48322,0.15069,-0.94643,6540.0,0.0,-2.32637,-8.7592,59181.0,585_C20DisCh.csv,4
3.48389,0.14814,-0.84127,6600.0,0.0,-2.32389,-8.75058,59121.0,585_C20DisCh.csv,4
3.48457,0.15069,-0.63095,6660.0,0.0,-2.32142,-8.74197,59061.0,585_C20DisCh.csv,4
3.48524,0.14814,-0.52579,6720.0,0.0,-2.31895,-8.73335,59001.0,585_C20DisCh.csv,4
3.48575,0.14814,-0.31548,6780.0,0.0,-2.31647,-8.72472,58941.0,585_C20DisCh.csv,4
3.48625,0.14814,-0.10516,6840.0,0.0,-2.314,-8.71611,58881.0,585_C20DisCh.csv,4
3.48693,0.14814,-0.42063,6900.0,0.0,-2.31153,-8.7075,58821.0,585_C20DisCh.csv,4
3.4876,0.14814,-1.15674,6960.0,0.0,-2.30906,-8.69887,58761.0,585_C20DisCh.csv,4
3.48844,0.14814,-0.84127,7020.0,0.0,-2.30659,-8.69025,58701.0,585_C20DisCh.csv,4
3.48912,0.14814,-0.73611,7080.0,0.0,-2.30412,-8.68163,58641.0,585_C20DisCh.csv,4
3.48962,0.14814,-0.63095,7140.0,0.0,-2.30164,-8.67298,58581.0,585_C20DisCh.csv,4
3.4903,0.14814,-0.31548,7200.0,0.0,-2.29916,-8.66434,58521.0,585_C20DisCh.csv,4
3.4908,0.14814,-0.21032,7260.0,0.0,-2.29669,-8.65571,58461.0,585_C20DisCh.csv,4
3.49148,0.14814,-0.52579,7320.0,0.0,-2.29421,-8.64704,58401.0,585_C20DisCh.csv,4
3.49215,0.14814,-1.05159,7380.0,0.0,-2.29171,-8.63832,58341.0,585_C20DisCh.csv,4
3.49283,0.14814,-0.84127,7440.0,0.0,-2.28924,-8.62969,58281.0,585_C20DisCh.csv,4
3.4935,0.15069,-0.52579,7500.0,0.0,-2.28676,-8.62105,58221.0,585_C20DisCh.csv,4
3.49401,0.14814,-0.42063,7560.0,0.0,-2.28428,-8.61238,58161.0,585_C20DisCh.csv,4
3.49468,0.14814,-0.21032,7620.0,0.0,-2.28181,-8.60374,58101.0,585_C20DisCh.csv,4
3.49535,0.14814,-0.73611,7680.0,0.0,-2.27933,-8.59508,58041.0,585_C20DisCh.csv,4
3.49603,0.14814,-0.73611,7740.0,0.0,-2.27686,-8.58644,57981.0,585_C20DisCh.csv,4
3.4967,0.14814,-0.63095,7800.0,0.0,-2.27439,-8.57779,57921.0,585_C20DisCh.csv,4
3.49721,0.14814,-0.52579,7860.0,0.0,-2.27191,-8.56914,57861.0,585_C20DisCh.csv,4
3.49788,0.14814,-0.31548,7920.0,0.0,-2.26944,-8.56049,57801.0,585_C20DisCh.csv,4
3.49856,0.14814,-0.52579,7980.0,0.0,-2.26697,-8.55185,57741.0,585_C20DisCh.csv,4
3.49923,0.14814,-0.63095,8040.0,0.0,-2.2645,-8.54321,57681.0,585_C20DisCh.csv,4
3.49991,0.14814,-0.73611,8100.0,0.0,-2.26203,-8.53457,57621.0,585_C20DisCh.csv,4
3.50058,0.14814,-0.63095,8160.0,0.0,-2.25954,-8.52585,57561.0,585_C20DisCh.csv,4
3.50125,0.14814,-0.52579,8220.0,0.0,-2.25707,-8.5172,57501.0,585_C20DisCh.csv,4
3.50176,0.14814,-0.42063,8280.0,0.0,-2.25459,-8.50853,57441.0,585_C20DisCh.csv,4
3.50243,0.15069,-0.52579,8340.0,0.0,-2.25213,-8.49988,57381.0,585_C20DisCh.csv,4
3.50311,0.14814,-0.63095,8400.0,0.0,-2.24965,-8.49121,57321.0,585_C20DisCh.csv,4
3.50378,0.14814,-0.52579,8460.0,0.0,-2.24718,-8.48255,57261.0,585_C20DisCh.csv,4
3.50446,0.14814,-0.63095,8520.0,0.0,-2.2447,-8.47388,57201.0,585_C20DisCh.csv,4
3.50513,0.14814,-0.52579,8580.0,0.0,-2.24223,-8.4652,57141.0,585_C20DisCh.csv,4
3.50581,0.14814,-0.63095,8640.0,0.0,-2.23976,-8.45654,57081.0,585_C20DisCh.csv,4
3.50648,0.15069,-0.63095,8700.0,0.0,-2.23728,-8.44786,57021.0,585_C20DisCh.csv,4
3.50732,0.14814,-0.52579,8760.0,0.0,-2.23481,-8.4392,56961.0,585_C20DisCh.csv,4
3.508,0.15069,-0.52579,8820.0,0.0,-2.23234,-8.43052,56901.0,585_C20DisCh.csv,4
3.50867,0.14814,-0.52579,8880.0,0.0,-2.22986,-8.42183,56841.0,585_C20DisCh.csv,4
3.50934,0.14814,-0.52579,8940.0,0.0,-2.22739,-8.41316,56781.0,585_C20DisCh.csv,4
3.51002,0.14814,-0.52579,9000.0,0.0,-2.22492,-8.40448,56721.0,585_C20DisCh.csv,4
3.51086,0.14814,-0.52579,9060.0,0.0,-2.22244,-8.3958,56661.0,585_C20DisCh.csv,4
3.51154,0.14814,-0.63095,9120.0,0.0,-2.21997,-8.38712,56601.0,585_C20DisCh.csv,4
3.51221,0.15069,-0.52579,9180.0,0.0,-2.21748,-8.37838,56541.0,585_C20DisCh.csv,4
3.51288,0.14814,-0.63095,9240.0,0.0,-2.215,-8.36968,56481.0,585_C20DisCh.csv,4
3.51373,0.14814,-0.42063,9300.0,0.0,-2.21253,-8.36099,56421.0,585_C20DisCh.csv,4
3.5144,0.14814,-0.42063,9360.0,0.0,-2.21006,-8.35231,56361.0,585_C20DisCh.csv,4
3.51524,0.14814,-0.52579,9420.0,0.0,-2.20759,-8.34362,56301.0,585_C20DisCh.csv,4
3.51609,0.14814,-0.73611,9480.0,0.0,-2.20512,-8.33493,56241.0,585_C20DisCh.csv,4
3.51676,0.14814,-0.52579,9540.0,0.0,-2.20264,-8.32622,56181.0,585_C20DisCh.csv,4
3.5176,0.14814,-0.42063,9600.0,0.0,-2.20016,-8.31749,56121.0,585_C20DisCh.csv,4
3.51845,0.15069,-0.31548,9660.0,0.0,-2.19769,-8.30879,56061.0,585_C20DisCh.csv,4
3.51929,0.14814,-0.31548,9720.0,0.0,-2.19519,-8.30001,56001.0,585_C20DisCh.csv,4
3.51996,0.14814,-0.42063,9780.0,0.0,-2.19272,-8.2913,55941.0,585_C20DisCh.csv,4
3.52098,0.14814,-0.84127,9840.0,0.0,-2.19025,-8.28261,55881.0,585_C20DisCh.csv,4
3.52182,0.14814,-0.63095,9900.0,0.0,-2.18777,-8.27389,55821.0,585_C20DisCh.csv,4
3.52266,0.15069,-0.52579,9960.0,0.0,-2.18529,-8.26516,55761.0,585_C20DisCh.csv,4
3.52367,0.14814,-0.52579,10020.0,0.0,-2.18282,-8.25645,55701.0,585_C20DisCh.csv,4
3.52452,0.14814,-0.21032,10080.0,0.0,-2.18035,-8.24773,55641.0,585_C20DisCh.csv,4
3.52536,0.14814,-0.63095,10140.0,0.0,-2.17787,-8.23901,55581.0,585_C20DisCh.csv,4
3.52637,0.14814,-1.05159,10200.0,0.0,-2.1754,-8.23029,55521.0,585_C20DisCh.csv,4
3.52738,0.14814,-0.84127,10260.0,0.0,-2.17292,-8.22156,55461.0,585_C20DisCh.csv,4
3.52839,0.14814,-0.52579,10320.0,0.0,-2.17045,-8.21283,55401.0,585_C20DisCh.csv,4
3.52924,0.14814,-0.31548,10380.0,0.0,-2.16797,-8.2041,55341.0,585_C20DisCh.csv,4
3.53025,0.14814,-0.10516,10440.0,0.0,-2.1655,-8.19536,55281.0,585_C20DisCh.csv,4
3.53126,0.14814,-0.84127,10500.0,0.0,-2.16302,-8.18662,55221.0,585_C20DisCh.csv,4
3.53227,0.14814,-1.05159,10560.0,0.0,-2.16055,-8.17789,55161.0,585_C20DisCh.csv,4
3.53345,0.14814,-0.73611,10620.0,0.0,-2.15808,-8.16914,55101.0,585_C20DisCh.csv,4
3.53429,0.14814,-0.63095,10680.0,0.0,-2.1556,-8.16039,55041.0,585_C20DisCh.csv,4
3.5353,0.14814,-0.21032,10740.0,0.0,-2.15313,-8.15166,54981.0,585_C20DisCh.csv,4
3.53632,0.14814,-0.10516,10800.0,0.0,-2.15066,-8.14291,54921.0,585_C20DisCh.csv,4
3.53733,0.14814,-0.73611,10860.0,0.0,-2.14818,-8.13415,54861.0,585_C20DisCh.csv,4
3.53834,0.14814,-1.05159,10920.0,0.0,-2.1457,-8.1254,54801.0,585_C20DisCh.csv,4
3.53952,0.14814,-0.73611,10980.0,0.0,-2.14323,-8.11664,54741.0,585_C20DisCh.csv,4
3.54053,0.14814,-0.63095,11040.0,0.0,-2.14076,-8.10789,54681.0,585_C20DisCh.csv,4
3.54154,0.14814,-0.42063,11100.0,0.0,-2.13828,-8.09911,54621.0,585_C20DisCh.csv,4
3.54255,0.14814,-0.10516,11160.0,0.0,-2.13581,-8.09035,54561.0,585_C20DisCh.csv,4
3.54356,0.14814,-0.10516,11220.0,0.0,-2.13333,-8.08158,54501.0,585_C20DisCh.csv,4
3.54474,0.14814,-1.05159,11280.0,0.0,-2.13085,-8.0728,54441.0,585_C20DisCh.csv,4
3.54592,0.14814,-0.94643,11340.0,0.0,-2.12838,-8.06403,54381.0,585_C20DisCh.csv,4
3.54693,0.15069,-0.73611,11400.0,0.0,-2.1259,-8.05525,54321.0,585_C20DisCh.csv,4
3.54795,0.14814,-0.52579,11460.0,0.0,-2.12343,-8.04648,54261.0,585_C20DisCh.csv,4
3.54896,0.14814,-0.31548,11520.0,0.0,-2.12096,-8.0377,54201.0,585_C20DisCh.csv,4
3.54997,0.14814,0.0,11580.0,0.0,-2.11848,-8.02892,54141.0,585_C20DisCh.csv,4
3.55098,0.14814,-0.10516,11640.0,0.0,-2.11601,-8.02014,54081.0,585_C20DisCh.csv,4
3.55199,0.14814,-1.05159,11700.0,0.0,-2.11354,-8.01136,54021.0,585_C20DisCh.csv,4
3.55317,0.14814,-0.84127,11760.0,0.0,-2.11106,-8.00257,53961.0,585_C20DisCh.csv,4
3.55418,0.14814,-0.52579,11820.0,0.0,-2.10859,-7.99377,53901.0,585_C20DisCh.csv,4
3.55503,0.15069,-0.21032,11880.0,0.0,-2.10611,-7.98498,53841.0,585_C20DisCh.csv,4
3.55604,0.14814,-0.10516,11940.0,0.0,-2.10364,-7.97619,53781.0,585_C20DisCh.csv,4
3.55722,0.14814,-1.15674,12000.0,0.0,-2.10117,-7.96738,53721.0,585_C20DisCh.csv,4
3.55823,0.14814,-0.73611,12060.0,0.0,-2.09869,-7.95859,53661.0,585_C20DisCh.csv,4
3.55924,0.14814,-0.42063,12120.0,0.0,-2.09622,-7.9498,53601.0,585_C20DisCh.csv,4
3.56008,0.14814,-0.10516,12180.0,0.0,-2.09375,-7.94101,53541.0,585_C20DisCh.csv,4
3.56109,0.14814,-0.84127,12240.0,0.0,-2.09128,-7.93222,53481.0,585_C20DisCh.csv,4
3.56211,0.14814,-0.84127,12300.0,0.0,-2.08881,-7.9234,53421.0,585_C20DisCh.csv,4
3.56312,0.14814,-0.52579,12360.0,0.0,-2.08634,-7.91459,53361.0,585_C20DisCh.csv,4
3.56413,0.14814,-0.21032,12420.0,0.0,-2.08387,-7.90579,53301.0,585_C20DisCh.csv,4
3.56497,0.14814,-0.21032,12480.0,0.0,-2.08139,-7.89697,53241.0,585_C20DisCh.csv,4
3.56598,0.14814,-1.15674,12540.0,0.0,-2.0789,-7.88809,53181.0,585_C20DisCh.csv,4
3.56716,0.14814,-0.84127,12600.0,0.0,-2.07643,-7.87927,53121.0,585_C20DisCh.csv,4
3.56801,0.14814,-0.52579,12660.0,0.0,-2.07395,-7.87043,53061.0,585_C20DisCh.csv,4
3.56902,0.14814,-0.31548,12720.0,0.0,-2.07147,-7.86156,53001.0,585_C20DisCh.csv,4
3.56986,0.14814,-0.10516,12780.0,0.0,-2.069,-7.85274,52941.0,585_C20DisCh.csv,4
3.57087,0.14814,-0.94643,12840.0,0.0,-2.06652,-7.8439,52881.0,585_C20DisCh.csv,4
3.57188,0.15069,-0.84127,12900.0,0.0,-2.06404,-7.83506,52821.0,585_C20DisCh.csv,4
3.57289,0.14814,-0.63095,12960.0,0.0,-2.06157,-7.82621,52761.0,585_C20DisCh.csv,4
3.57391,0.14814,-0.52579,13020.0,0.0,-2.05909,-7.81737,52701.0,585_C20DisCh.csv,4
3.57475,0.14814,-0.21032,13080.0,0.0,-2.05662,-7.80852,52641.0,585_C20DisCh.csv,4
3.57576,0.14814,-0.21032,13140.0,0.0,-2.05415,-7.79968,52581.0,585_C20DisCh.csv,4
3.5766,0.14814,-0.94643,13200.0,0.0,-2.05167,-7.79085,52521.0,585_C20DisCh.csv,4
3.57778,0.14814,-0.84127,13260.0,0.0,-2.04921,-7.78201,52461.0,585_C20DisCh.csv,4
3.57879,0.14814,-0.63095,13320.0,0.0,-2.04673,-7.77315,52401.0,585_C20DisCh.csv,4
3.57964,0.14814,-0.31548,13380.0,0.0,-2.04425,-7.76429,52341.0,585_C20DisCh.csv,4
3.58065,0.14814,-0.21032,13440.0,0.0,-2.04178,-7.75542,52281.0,585_C20DisCh.csv,4
3.58149,0.14814,-0.10516,13500.0,0.0,-2.0393,-7.74657,52221.0,585_C20DisCh.csv,4
3.5825,0.14814,-1.05159,13560.0,0.0,-2.03683,-7.73771,52161.0,585_C20DisCh.csv,4
3.58368,0.14814,-0.94643,13620.0,0.0,-2.03436,-7.72885,52101.0,585_C20DisCh.csv,4
3.58452,0.14814,-0.63095,13680.0,0.0,-2.03188,-7.71996,52041.0,585_C20DisCh.csv,4
3.58554,0.14814,-0.42063,13740.0,0.0,-2.02941,-7.71111,51981.0,585_C20DisCh.csv,4
3.58655,0.14814,-0.10516,13800.0,0.0,-2.02693,-7.70224,51921.0,585_C20DisCh.csv,4
3.58739,0.14814,0.0,13860.0,0.0,-2.02446,-7.69337,51861.0,585_C20DisCh.csv,4
3.58823,0.14814,-0.63095,13920.0,0.0,-2.02199,-7.6845,51801.0,585_C20DisCh.csv,4
3.58941,0.14814,-1.05159,13980.0,0.0,-2.01951,-7.67562,51741.0,585_C20DisCh.csv,4
3.59042,0.14814,-0.84127,14040.0,0.0,-2.01705,-7.66675,51681.0,585_C20DisCh.csv,4
3.59127,0.14814,-0.63095,14100.0,0.0,-2.01457,-7.65788,51621.0,585_C20DisCh.csv,4
3.59211,0.14814,-0.42063,14160.0,0.0,-2.0121,-7.64899,51561.0,585_C20DisCh.csv,4
3.59295,0.14814,-0.31548,14220.0,0.0,-2.00963,-7.64012,51501.0,585_C20DisCh.csv,4
3.5938,0.14814,-0.10516,14280.0,0.0,-2.00716,-7.63124,51441.0,585_C20DisCh.csv,4
3.59464,0.14814,-0.94643,14340.0,0.0,-2.00468,-7.62235,51381.0,585_C20DisCh.csv,4
3.59565,0.14814,-1.05159,14400.0,0.0,-2.00221,-7.61346,51321.0,585_C20DisCh.csv,4
3.59649,0.14814,-0.84127,14460.0,0.0,-1.99974,-7.60457,51261.0,585_C20DisCh.csv,4
3.5975,0.15069,-0.63095,14520.0,0.0,-1.99727,-7.59567,51201.0,585_C20DisCh.csv,4
3.59818,0.14814,-0.52579,14580.0,0.0,-1.99479,-7.58678,51141.0,585_C20DisCh.csv,4
3.59902,0.14814,-0.10516,14640.0,0.0,-1.99233,-7.57789,51081.0,585_C20DisCh.csv,4
3.5997,0.14814,-0.10516,14700.0,0.0,-1.98985,-7.56899,51021.0,585_C20DisCh.csv,4
3.60054,0.14814,-0.63095,14760.0,0.0,-1.98738,-7.56009,50961.0,585_C20DisCh.csv,4
3.60155,0.14814,-1.05159,14820.0,0.0,-1.98491,-7.55119,50901.0,585_C20DisCh.csv,4
