Voltage,Current,Temperature,Elapsed Time,Cycle,WhAccu,SOC,Source_File,Charging_Session,Power
3.45052,0.14814,-0.52579,4560.0,0.0,-9.04258,0.0,585_C20DisCh.csv,4,0.5111600328
3.4522,0.14814,-0.73611,4620.0,0.0,-9.03405,0.0,585_C20DisCh.csv,4,0.5114089079999999
3.45406,0.15069,-0.63095,4680.0,0.0,-9.02551,0.0,585_C20DisCh.csv,4,0.5204923014
3.45574,0.14814,-0.52579,4740.0,0.0,-9.01696,0.0,585_C20DisCh.csv,4,0.5119333236
3.45726,0.14814,-0.52579,4800.0,0.0,-9.0084,0.0,585_C20DisCh.csv,4,0.5121584964
3.45878,0.14814,-0.42063,4860.0,0.0,-8.99983,0.0,585_C20DisCh.csv,4,0.5123836692
3.46029,0.15069,-0.52579,4920.0,0.0,-8.99127,0.0,585_C20DisCh.csv,4,0.5214311000999999
3.46181,0.14814,-0.63095,4980.0,0.0,-8.98271,0.0,585_C20DisCh.csv,4,0.5128325333999999
3.46316,0.14814,-0.63095,5040.0,0.0,-8.97414,0.0,585_C20DisCh.csv,4,0.5130325224
3.46451,0.14814,-0.73611,5100.0,0.0,-8.96557,0.0,585_C20DisCh.csv,4,0.5132325114
3.46569,0.14814,-0.63095,5160.0,0.0,-8.957,0.0,585_C20DisCh.csv,4,0.5134073165999999
3.46687,0.14814,-0.52579,5220.0,0.0,-8.94842,0.0,585_C20DisCh.csv,4,0.5135821218
3.46788,0.15069,-0.52579,5280.0,0.0,-8.93983,0.0,585_C20DisCh.csv,4,0.5225748372
3.46889,0.14814,-0.42063,5340.0,0.0,-8.93125,0.0,585_C20DisCh.csv,4,0.5138813646
3.46973,0.14814,-0.73611,5400.0,0.0,-8.92269,0.0,585_C20DisCh.csv,4,0.5140058022
3.47074,0.14814,-0.73611,5460.0,0.0,-8.9141,0.0,585_C20DisCh.csv,4,0.5141554236
3.47159,0.14814,-0.63095,5520.0,0.0,-8.90551,0.0,585_C20DisCh.csv,4,0.5142813426
3.47226,0.14814,-0.52579,5580.0,0.0,-8.89692,0.0,585_C20DisCh.csv,4,0.5143805964
3.4731,0.15069,-0.42063,5640.0,0.0,-8.88832,0.0,585_C20DisCh.csv,4,0.523361439
3.47378,0.14814,-0.52579,5700.0,0.0,-8.87967,0.0,585_C20DisCh.csv,4,0.5146057692
3.47445,0.14814,-0.73611,5760.0,0.0,-8.87109,0.0,585_C20DisCh.csv,4,0.514705023
3.47529,0.14814,-0.73611,5820.0,0.0,-8.8625,0.0,585_C20DisCh.csv,4,0.5148294606
3.47597,0.14814,-0.63095,5880.0,0.0,-8.85392,0.0,585_C20DisCh.csv,4,0.5149301958
3.47664,0.14814,-0.52579,5940.0,0.0,-8.84531,0.0,585_C20DisCh.csv,4,0.5150294496
3.47732,0.14814,-0.42063,6000.0,0.0,-8.83672,0.0,585_C20DisCh.csv,4,0.5151301848000001
3.47799,0.14814,-0.42063,6060.0,0.0,-8.82813,0.0,585_C20DisCh.csv,4,0.5152294386
3.47867,0.14814,-0.42063,6120.0,0.0,-8.81952,0.0,585_C20DisCh.csv,4,0.5153301738
3.47934,0.14814,-0.73611,6180.0,0.0,-8.81091,0.0,585_C20DisCh.csv,4,0.5154294276
3.48001,0.14814,-0.63095,6240.0,0.0,-8.8023,0.0,585_C20DisCh.csv,4,0.5155286814
3.48069,0.14814,-0.63095,6300.0,0.0,-8.79367,0.0,585_C20DisCh.csv,4,0.5156294166
3.48119,0.14814,-0.42063,6360.0,0.0,-8.78506,0.0,585_C20DisCh.csv,4,0.5157034866
3.48187,0.14814,-0.21032,6420.0,0.0,-8.77644,0.0,585_C20DisCh.csv,4,0.5158042218
3.48237,0.15069,-0.42063,6480.0,0.0,-8.76782,0.0,585_C20DisCh.csv,4,0.5247583352999999
3.48322,0.15069,-0.94643,6540.0,0.0,-8.7592,0.0,585_C20DisCh.csv,4,0.5248864218
3.48389,0.14814,-0.84127,6600.0,0.0,-8.75058,0.0,585_C20DisCh.csv,4,0.5161034646
3.48457,0.15069,-0.63095,6660.0,0.0,-8.74197,0.0,585_C20DisCh.csv,4,0.5250898533
3.48524,0.14814,-0.52579,6720.0,0.0,-8.73335,0.0,585_C20DisCh.csv,4,0.5163034536
3.48575,0.14814,-0.31548,6780.0,0.0,-8.72472,0.0,585_C20DisCh.csv,4,0.516379005
3.48625,0.14814,-0.10516,6840.0,0.0,-8.71611,0.0,585_C20DisCh.csv,4,0.516453075
3.48693,0.14814,-0.42063,6900.0,0.0,-8.7075,0.0,585_C20DisCh.csv,4,0.5165538102
3.4876,0.14814,-1.15674,6960.0,0.0,-8.69887,0.0,585_C20DisCh.csv,4,0.516653064
3.48844,0.14814,-0.84127,7020.0,0.0,-8.69025,0.0,585_C20DisCh.csv,4,0.5167775016
3.48912,0.14814,-0.73611,7080.0,0.0,-8.68163,0.0,585_C20DisCh.csv,4,0.5168782368
3.48962,0.14814,-0.63095,7140.0,0.0,-8.67298,0.0,585_C20DisCh.csv,4,0.5169523067999999
3.4903,0.14814,-0.31548,7200.0,0.0,-8.66434,0.0,585_C20DisCh.csv,4,0.517053042
3.4908,0.14814,-0.21032,7260.0,0.0,-8.65571,0.0,585_C20DisCh.csv,4,0.5171271119999999
3.49148,0.14814,-0.52579,7320.0,0.0,-8.64704,0.0,585_C20DisCh.csv,4,0.5172278472
3.49215,0.14814,-1.05159,7380.0,0.0,-8.63832,0.0,585_C20DisCh.csv,4,0.517327101
3.49283,0.14814,-0.84127,7440.0,0.0,-8.62969,0.0,585_C20DisCh.csv,4,0.5174278362
3.4935,0.15069,-0.52579,7500.0,0.0,-8.62105,0.0,585_C20DisCh.csv,4,0.526435515
3.49401,0.14814,-0.42063,7560.0,0.0,-8.61238,0.0,585_C20DisCh.csv,4,0.5176026414
3.49468,0.14814,-0.21032,7620.0,0.0,-8.60374,0.0,585_C20DisCh.csv,4,0.5177018952
3.49535,0.14814,-0.73611,7680.0,0.0,-8.59508,0.0,585_C20DisCh.csv,4,0.517801149
3.49603,0.14814,-0.73611,7740.0,0.0,-8.58644,0.0,585_C20DisCh.csv,4,0.5179018842
3.4967,0.14814,-0.63095,7800.0,0.0,-8.57779,0.0,585_C20DisCh.csv,4,0.518001138
3.49721,0.14814,-0.52579,7860.0,0.0,-8.56914,0.0,585_C20DisCh.csv,4,0.5180766894
3.49788,0.14814,-0.31548,7920.0,0.0,-8.56049,0.0,585_C20DisCh.csv,4,0.5181759431999999
3.49856,0.14814,-0.52579,7980.0,0.0,-8.55185,0.0,585_C20DisCh.csv,4,0.5182766783999999
3.49923,0.14814,-0.63095,8040.0,0.0,-8.54321,0.0,585_C20DisCh.csv,4,0.5183759322
3.49991,0.14814,-0.73611,8100.0,0.0,-8.53457,0.0,585_C20DisCh.csv,4,0.5184766674
3.50058,0.14814,-0.63095,8160.0,0.0,-8.52585,0.0,585_C20DisCh.csv,4,0.5185759212
3.50125,0.14814,-0.52579,8220.0,0.0,-8.5172,0.0,585_C20DisCh.csv,4,0.518675175
3.50176,0.14814,-0.42063,8280.0,0.0,-8.50853,0.0,585_C20DisCh.csv,4,0.5187507264
3.50243,0.15069,-0.52579,8340.0,0.0,-8.49988,0.0,585_C20DisCh.csv,4,0.5277811766999999
3.50311,0.14814,-0.63095,8400.0,0.0,-8.49121,0.0,585_C20DisCh.csv,4,0.5189507153999999
3.50378,0.14814,-0.52579,8460.0,0.0,-8.48255,0.0,585_C20DisCh.csv,4,0.5190499692
3.50446,0.14814,-0.63095,8520.0,0.0,-8.47388,0.0,585_C20DisCh.csv,4,0.5191507044
3.50513,0.14814,-0.52579,8580.0,0.0,-8.4652,0.0,585_C20DisCh.csv,4,0.5192499582
3.50581,0.14814,-0.63095,8640.0,0.0,-8.45654,0.0,585_C20DisCh.csv,4,0.5193506934
3.50648,0.15069,-0.63095,8700.0,0.0,-8.44786,0.0,585_C20DisCh.csv,4,0.5283914712
3.50732,0.14814,-0.52579,8760.0,0.0,-8.4392,0.0,585_C20DisCh.csv,4,0.5195743848
3.508,0.15069,-0.52579,8820.0,0.0,-8.43052,0.0,585_C20DisCh.csv,4,0.5286205199999999
3.50867,0.14814,-0.52579,8880.0,0.0,-8.42183,0.0,585_C20DisCh.csv,4,0.5197743738
3.50934,0.14814,-0.52579,8940.0,0.0,-8.41316,0.0,585_C20DisCh.csv,4,0.5198736276
3.51002,0.14814,-0.52579,9000.0,0.0,-8.40448,0.0,585_C20DisCh.csv,4,0.5199743628
3.51086,0.14814,-0.52579,9060.0,0.0,-8.3958,0.0,585_C20DisCh.csv,4,0.5200988004
3.51154,0.14814,-0.63095,9120.0,0.0,-8.38712,0.0,585_C20DisCh.csv,4,0.5201995356
3.51221,0.15069,-0.52579,9180.0,0.0,-8.37838,0.0,585_C20DisCh.csv,4,0.5292549248999999
3.51288,0.14814,-0.63095,9240.0,0.0,-8.36968,0.0,585_C20DisCh.csv,4,0.5203980431999999
3.51373,0.14814,-0.42063,9300.0,0.0,-8.36099,0.0,585_C20DisCh.csv,4,0.5205239622
3.5144,0.14814,-0.42063,9360.0,0.0,-8.35231,0.0,585_C20DisCh.csv,4,0.520623216
3.51524,0.14814,-0.52579,9420.0,0.0,-8.34362,0.0,585_C20DisCh.csv,4,0.5207476536
3.51609,0.14814,-0.73611,9480.0,0.0,-8.33493,0.0,585_C20DisCh.csv,4,0.5208735726
3.51676,0.14814,-0.52579,9540.0,0.0,-8.32622,0.0,585_C20DisCh.csv,4,0.5209728264
3.5176,0.14814,-0.42063,9600.0,0.0,-8.31749,0.0,585_C20DisCh.csv,4,0.521097264
3.51845,0.15069,-0.31548,9660.0,0.0,-8.30879,0.0,585_C20DisCh.csv,4,0.5301952305
3.51929,0.14814,-0.31548,9720.0,0.0,-8.30001,0.0,585_C20DisCh.csv,4,0.5213476206
3.51996,0.14814,-0.42063,9780.0,0.0,-8.2913,0.0,585_C20DisCh.csv,4,0.5214468744
3.52098,0.14814,-0.84127,9840.0,0.0,-8.28261,0.0,585_C20DisCh.csv,4,0.5215979772
3.52182,0.14814,-0.63095,9900.0,0.0,-8.27389,0.0,585_C20DisCh.csv,4,0.5217224147999999
3.52266,0.15069,-0.52579,9960.0,0.0,-8.26516,0.0,585_C20DisCh.csv,4,0.5308296353999999
3.52367,0.14814,-0.52579,10020.0,0.0,-8.25645,0.0,585_C20DisCh.csv,4,0.5219964738
3.52452,0.14814,-0.21032,10080.0,0.0,-8.24773,0.0,585_C20DisCh.csv,4,0.5221223928
3.52536,0.14814,-0.63095,10140.0,0.0,-8.23901,0.0,585_C20DisCh.csv,4,0.5222468304
3.52637,0.14814,-1.05159,10200.0,0.0,-8.23029,0.0,585_C20DisCh.csv,4,0.5223964517999999
3.52738,0.14814,-0.84127,10260.0,0.0,-8.22156,0.0,585_C20DisCh.csv,4,0.5225460732
3.52839,0.14814,-0.52579,10320.0,0.0,-8.21283,0.0,585_C20DisCh.csv,4,0.5226956946
3.52924,0.14814,-0.31548,10380.0,0.0,-8.2041,0.0,585_C20DisCh.csv,4,0.5228216136
3.53025,0.14814,-0.10516,10440.0,0.0,-8.19536,0.0,585_C20DisCh.csv,4,0.522971235
3.53126,0.14814,-0.84127,10500.0,0.0,-8.18662,0.0,585_C20DisCh.csv,4,0.5231208564
3.53227,0.14814,-1.05159,10560.0,0.0,-8.17789,0.0,585_C20DisCh.csv,4,0.5232704778
3.53345,0.14814,-0.73611,10620.0,0.0,-8.16914,0.0,585_C20DisCh.csv,4,0.523445283
3.53429,0.14814,-0.63095,10680.0,0.0,-8.16039,0.0,585_C20DisCh.csv,4,0.5235697206
3.5353,0.14814,-0.21032,10740.0,0.0,-8.15166,0.0,585_C20DisCh.csv,4,0.5237193419999999
3.53632,0.14814,-0.10516,10800.0,0.0,-8.14291,0.0,585_C20DisCh.csv,4,0.5238704448
3.53733,0.14814,-0.73611,10860.0,0.0,-8.13415,0.0,585_C20DisCh.csv,4,0.5240200662
3.53834,0.14814,-1.05159,10920.0,0.0,-8.1254,0.0,585_C20DisCh.csv,4,0.5241696875999999
3.53952,0.14814,-0.73611,10980.0,0.0,-8.11664,0.0,585_C20DisCh.csv,4,0.5243444928
3.54053,0.14814,-0.63095,11040.0,0.0,-8.10789,0.0,585_C20DisCh.csv,4,0.5244941141999999
3.54154,0.14814,-0.42063,11100.0,0.0,-8.09911,0.0,585_C20DisCh.csv,4,0.5246437356
3.54255,0.14814,-0.10516,11160.0,0.0,-8.09035,0.0,585_C20DisCh.csv,4,0.524793357
3.54356,0.14814,-0.10516,11220.0,0.0,-8.08158,0.0,585_C20DisCh.csv,4,0.5249429783999999
3.54474,0.14814,-1.05159,11280.0,0.0,-8.0728,0.0,585_C20DisCh.csv,4,0.5251177835999999
3.54592,0.14814,-0.94643,11340.0,0.0,-8.06403,0.0,585_C20DisCh.csv,4,0.5252925888
3.54693,0.15069,-0.73611,11400.0,0.0,-8.05525,0.0,585_C20DisCh.csv,4,0.5344868817
3.54795,0.14814,-0.52579,11460.0,0.0,-8.04648,0.0,585_C20DisCh.csv,4,0.525593313
3.54896,0.14814,-0.31548,11520.0,0.0,-8.0377,0.0,585_C20DisCh.csv,4,0.5257429344
3.54997,0.14814,0.0,11580.0,0.0,-8.02892,0.0,585_C20DisCh.csv,4,0.5258925557999999
3.55098,0.14814,-0.10516,11640.0,0.0,-8.02014,0.0,585_C20DisCh.csv,4,0.5260421772
3.55199,0.14814,-1.05159,11700.0,0.0,-8.01136,0.0,585_C20DisCh.csv,4,0.5261917986
3.55317,0.14814,-0.84127,11760.0,0.0,-8.00257,0.0,585_C20DisCh.csv,4,0.5263666038
3.55418,0.14814,-0.52579,11820.0,0.0,-7.99377,0.0,585_C20DisCh.csv,4,0.5265162252
3.55503,0.15069,-0.21032,11880.0,0.0,-7.98498,0.0,585_C20DisCh.csv,4,0.5357074706999999
3.55604,0.14814,-0.10516,11940.0,0.0,-7.97619,0.0,585_C20DisCh.csv,4,0.5267917656
3.55722,0.14814,-1.15674,12000.0,0.0,-7.96738,0.0,585_C20DisCh.csv,4,0.5269665708
3.55823,0.14814,-0.73611,12060.0,0.0,-7.95859,0.0,585_C20DisCh.csv,4,0.5271161921999999
3.55924,0.14814,-0.42063,12120.0,0.0,-7.9498,0.0,585_C20DisCh.csv,4,0.5272658136
3.56008,0.14814,-0.10516,12180.0,0.0,-7.94101,0.0,585_C20DisCh.csv,4,0.5273902512
3.56109,0.14814,-0.84127,12240.0,0.0,-7.93222,0.0,585_C20DisCh.csv,4,0.5275398726
3.56211,0.14814,-0.84127,12300.0,0.0,-7.9234,0.0,585_C20DisCh.csv,4,0.5276909754
3.56312,0.14814,-0.52579,12360.0,0.0,-7.91459,0.0,585_C20DisCh.csv,4,0.5278405968
3.56413,0.14814,-0.21032,12420.0,0.0,-7.90579,0.0,585_C20DisCh.csv,4,0.5279902182
3.56497,0.14814,-0.21032,12480.0,0.0,-7.89697,0.0,585_C20DisCh.csv,4,0.5281146558
3.56598,0.14814,-1.15674,12540.0,0.0,-7.88809,0.0,585_C20DisCh.csv,4,0.5282642772
3.56716,0.14814,-0.84127,12600.0,0.0,-7.87927,0.0,585_C20DisCh.csv,4,0.5284390823999999
3.56801,0.14814,-0.52579,12660.0,0.0,-7.87043,0.0,585_C20DisCh.csv,4,0.5285650014
3.56902,0.14814,-0.31548,12720.0,0.0,-7.86156,0.0,585_C20DisCh.csv,4,0.5287146228
3.56986,0.14814,-0.10516,12780.0,0.0,-7.85274,0.0,585_C20DisCh.csv,4,0.5288390604
3.57087,0.14814,-0.94643,12840.0,0.0,-7.8439,0.0,585_C20DisCh.csv,4,0.5289886818
3.57188,0.15069,-0.84127,12900.0,0.0,-7.83506,0.0,585_C20DisCh.csv,4,0.5382465972
3.57289,0.14814,-0.63095,12960.0,0.0,-7.82621,0.0,585_C20DisCh.csv,4,0.5292879246
3.57391,0.14814,-0.52579,13020.0,0.0,-7.81737,0.0,585_C20DisCh.csv,4,0.5294390274
3.57475,0.14814,-0.21032,13080.0,0.0,-7.80852,0.0,585_C20DisCh.csv,4,0.529563465
3.57576,0.14814,-0.21032,13140.0,0.0,-7.79968,0.0,585_C20DisCh.csv,4,0.5297130863999999
3.5766,0.14814,-0.94643,13200.0,0.0,-7.79085,0.0,585_C20DisCh.csv,4,0.529837524
3.57778,0.14814,-0.84127,13260.0,0.0,-7.78201,0.0,585_C20DisCh.csv,4,0.5300123292
3.57879,0.14814,-0.63095,13320.0,0.0,-7.77315,0.0,585_C20DisCh.csv,4,0.5301619506
3.57964,0.14814,-0.31548,13380.0,0.0,-7.76429,0.0,585_C20DisCh.csv,4,0.5302878696
3.58065,0.14814,-0.21032,13440.0,0.0,-7.75542,0.0,585_C20DisCh.csv,4,0.5304374909999999
3.58149,0.14814,-0.10516,13500.0,0.0,-7.74657,0.0,585_C20DisCh.csv,4,0.5305619286
3.5825,0.14814,-1.05159,13560.0,0.0,-7.73771,0.0,585_C20DisCh.csv,4,0.53071155
3.58368,0.14814,-0.94643,13620.0,0.0,-7.72885,0.0,585_C20DisCh.csv,4,0.5308863552
3.58452,0.14814,-0.63095,13680.0,0.0,-7.71996,0.0,585_C20DisCh.csv,4,0.5310107928
3.58554,0.14814,-0.42063,13740.0,0.0,-7.71111,0.0,585_C20DisCh.csv,4,0.5311618955999999
3.58655,0.14814,-0.10516,13800.0,0.0,-7.70224,0.0,585_C20DisCh.csv,4,0.531311517
3.58739,0.14814,0.0,13860.0,0.0,-7.69337,0.0,585_C20DisCh.csv,4,0.5314359546
3.58823,0.14814,-0.63095,13920.0,0.0,-7.6845,0.0,585_C20DisCh.csv,4,0.5315603922
3.58941,0.14814,-1.05159,13980.0,0.0,-7.67562,0.0,585_C20DisCh.csv,4,0.5317351974
3.59042,0.14814,-0.84127,14040.0,0.0,-7.66675,0.0,585_C20DisCh.csv,4,0.5318848187999999
3.59127,0.14814,-0.63095,14100.0,0.0,-7.65788,0.0,585_C20DisCh.csv,4,0.5320107378
3.59211,0.14814,-0.42063,14160.0,0.0,-7.64899,0.0,585_C20DisCh.csv,4,0.5321351754
3.59295,0.14814,-0.31548,14220.0,0.0,-7.64012,0.0,585_C20DisCh.csv,4,0.532259613
3.5938,0.14814,-0.10516,14280.0,0.0,-7.63124,0.0,585_C20DisCh.csv,4,0.5323855319999999
3.59464,0.14814,-0.94643,14340.0,0.0,-7.62235,0.0,585_C20DisCh.csv,4,0.5325099696
3.59565,0.14814,-1.05159,14400.0,0.0,-7.61346,0.0,585_C20DisCh.csv,4,0.5326595909999999
3.59649,0.14814,-0.84127,14460.0,0.0,-7.60457,0.0,585_C20DisCh.csv,4,0.5327840286
3.5975,0.15069,-0.63095,14520.0,0.0,-7.59567,0.0,585_C20DisCh.csv,4,0.542107275
3.59818,0.14814,-0.52579,14580.0,0.0,-7.58678,0.0,585_C20DisCh.csv,4,0.5330343852
3.59902,0.14814,-0.10516,14640.0,0.0,-7.57789,0.0,585_C20DisCh.csv,4,0.5331588227999999
3.5997,0.14814,-0.10516,14700.0,0.0,-7.56899,0.0,585_C20DisCh.csv,4,0.5332595579999999
3.60054,0.14814,-0.63095,14760.0,0.0,-7.56009,0.0,585_C20DisCh.csv,4,0.5333839955999999
